year,category,prizeShare,fullName,gender,born,bornCountry,bornCity,age_received,organizationName,organizationCountry,organizationCity,,
2004,medicine,2,Linda B. Buck,female,1947,USA,Seattle WA,57,Fred Hutchinson Cancer Research Center,USA,Seattle WA,,
2004,medicine,2,Richard Axel,male,1946,USA,New York NY,58,Columbia University,USA,New York NY,,
2003,peace,1,Shirin Ebadi,female,1947,Iran,Hamadan,56,,,,,
2003,economics,2,Clive W.J. Granger,male,1934,United Kingdom,Swansea,69,University of California,USA,San Diego CA,,
2003,economics,2,Robert F. Engle III,male,1942,USA,Syracuse NY,61,New York University,USA,New York NY,,
2003,chemistry,2,Roderick MacKinnon,male,1956,USA,Burlington MA,47,Rockefeller University,USA,New York NY,,
2003,chemistry,2,Peter Agre,male,1949,USA,Northfield MN,54,Johns Hopkins University School of Medicine,USA,Baltimore MD,,
2003,physics,3,Anthony J. Leggett,male,1938,United Kingdom,London,65,University of Illinois,USA,Urbana IL,,
2003,physics,3,Vitaly L. Ginzburg,male,1916,Russia,Moscow,87,P.N. Lebedev Physical Institute,Russia,Moscow,,
2003,physics,3,Alexei Abrikosov,male,1928,Russia,Moscow,75,Argonne National Laboratory,USA,Argonne IL,,
2003,medicine,2,Sir Peter Mansfield,male,1933,United Kingdom,London,70,University of Nottingham School of Physics and Astronomy,United Kingdom,Nottingham,,
2003,medicine,2,Paul C. Lauterbur,male,1929,USA,Sidney OH,74,University of Illinois,USA,Urbana IL,,
2003,literature,1,J. M. Coetzee,male,1940,South Africa,Cape Town,63,,,,,
2002,literature,1,Imre Kertesz,male,1929,Hungary,Budapest,73,,,,,
2002,chemistry,2,Kurt Wuthrich,male,1938,Switzerland,Aarberg,64,Swiss Federal Institute of Technology,Switzerland,Zurich,,
2002,peace,1,Jimmy Carter,male,1924,USA,Plains GA,78,,,,,
2002,economics,2,Vernon L. Smith,male,1927,USA,Wichita KS,75,George Mason University,USA,Fairfax VA,,
2002,economics,2,Daniel Kahneman,male,1934,Israel,Tel Aviv,68,Princeton University,USA,Princeton NJ,,
2002,chemistry,4,Koichi Tanaka,male,1959,Japan,Toyama City,43,Shimadzu Corp.,Japan,Kyoto,,
2002,chemistry,4,John B. Fenn,male,1917,USA,New York NY,85,Virginia Commonwealth University,USA,Richmond VA,,
2002,physics,2,Riccardo Giacconi,male,1931,Italy,Genoa,71,Associated Universities Inc.,USA,Washington D.C.,,
2002,physics,4,Masatoshi Koshiba,male,1926,Japan,Toyohashi,76,University of Tokyo,Japan,Tokyo,,
2002,physics,4,Raymond Davis Jr.,male,1914,USA,Washington D.C.,88,University of Pennsylvania,USA,Philadelphia PA,,
2002,medicine,3,John E. Sulston,male,1942,United Kingdom,Cambridge,60,The Wellcome Trust Sanger Institute,United Kingdom,Cambridge,,
2002,medicine,3,H. Robert Horvitz,male,1947,USA,Chicago IL,55,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
2002,medicine,3,Sydney Brenner,male,1927,South Africa,Germiston,75,The Molecular Sciences Institute,USA,Berkeley CA,,
2001,peace,2,Kofi Annan,male,1938,Ghana,Kumasi,63,,,,,
2001,peace,2,United Nations ,organisation,1945,,,56,,,,,
2001,literature,1,V. S. Naipaul,male,1932,Trinidad and Tobago,Chaguanas,69,,,,,
2001,economics,3,Joseph E. Stiglitz,male,1943,USA,Gary IN,58,Columbia University,USA,New York NY,,
2001,economics,3,A. Michael Spence,male,1943,USA,Montclair NJ,58,Stanford University,USA,Stanford CA,,
2001,economics,3,George A. Akerlof,male,1940,USA,New Haven CT,61,University of California,USA,Berkeley CA,,
2001,chemistry,2,Barry Sharpless,male,1941,USA,Philadelphia PA,60,The Scripps Research Institute,USA,La Jolla CA,,
2001,chemistry,4,Ryoji Noyori,male,1938,Japan,Kobe,63,Nagoya University,Japan,Nagoya,,
2001,chemistry,4,William Knowles,male,1917,USA,Taunton MA,84,,,,,
2001,physics,3,Carl Wieman,male,1951,USA,Corvallis OR,50,University of Colorado JILA,USA,Boulder CO,,
2001,physics,3,Wolfgang Ketterle,male,1957,Germany,Heidelberg,44,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
2001,physics,3,Eric Cornell,male,1961,USA,Palo Alto CA,40,University of Colorado JILA,USA,Boulder CO,,
2001,medicine,3,Sir Paul Nurse,male,1949,United Kingdom,Norwich,52,Imperial Cancer Research Fund,United Kingdom,London,,
2001,medicine,3,Tim Hunt,male,1943,United Kingdom,Neston,58,Imperial Cancer Research Fund,United Kingdom,London,,
2001,medicine,3,Leland Hartwell,male,1939,USA,Los Angeles CA,62,Fred Hutchinson Cancer Research Center,USA,Seattle WA,,
2000,medicine,3,Arvid Carlsson,male,1923,Sweden,Uppsala,77,Goteborg University,Sweden,Gothenburg,,
2000,literature,1,Xingjian Gao,male,1940,China,Ganzhou,60,,,,,
2000,economics,2,Daniel L. McFadden,male,1937,USA,Raleigh NC,63,University of California,USA,Berkeley CA,,
2000,economics,2,James J. Heckman,male,1944,USA,Chicago IL,56,University of Chicago,USA,Chicago IL,,
2000,chemistry,3,Hideki Shirakawa,male,1936,Japan,Tokyo,64,University of Tsukuba,Japan,Tsukuba,,
2000,chemistry,3,Alan MacDiarmid,male,1927,New Zealand,Masterton,73,University of Pennsylvania,USA,Philadelphia PA,,
2000,chemistry,3,Alan Heeger,male,1936,USA,Sioux City IA,64,University of California,USA,Santa Barbara CA,,
2000,physics,2,Jack Kilby,male,1923,USA,Jefferson City MO,77,Texas Instruments,USA,Dallas TX,,
2000,physics,4,Herbert Kroemer,male,1928,Germany,Weimar,72,University of California,USA,Santa Barbara CA,,
2000,physics,4,Zhores Alferov,male,1930,Belarus,Vitebsk Belorussia,70,A.F. Ioffe Physico-Technical Institute,Russia,St. Petersburg,,
2000,peace,1,Kim Dae-jung,male,1925,South Korea,Mokpo,75,,,,,
2000,medicine,3,Eric Kandel,male,1929,Austria,Vienna,71,Columbia University,USA,New York NY,,
2000,medicine,3,Paul Greengard,male,1925,USA,New York NY,75,Rockefeller University,USA,New York NY,,
1999,physics,2,Gerardus 't Hooft,male,1946,the Netherlands,Den Helder,53,Utrecht University,the Netherlands,Utrecht,,
1999,literature,1,Gnter Grass,male,1927,Poland,Gdansk,72,,,,,
1999,economics,1,Robert Mundell,male,1932,Canada,Kingston ON,67,Columbia University,USA,New York NY,,
1999,peace,1,Doctors Without Borders ,organisation,1971,,,28,,,,,
1999,medicine,1,Gnter Blobel,male,1936,Poland,Niegoslawice,63,Rockefeller University,USA,New York NY,,
1999,chemistry,1,Ahmed Zewail,male,1946,Egypt,Damanhur,53,California Institute of Technology (Caltech),USA,Pasadena CA,,
1999,physics,2,Martinus J.G. Veltman,male,1931,the Netherlands,Waalwijk,68,,,,,
1998,literature,1,Jose Saramago,male,1922,Portugal,Azinhaga,76,,,,,
1998,economics,1,Amartya Sen,male,1933,India,Santiniketan,65,Trinity College,United Kingdom,Cambridge,,
1998,peace,2,David Trimble,male,1944,Northern Ireland,Belfast,54,,,,,
1998,peace,2,John Hume,male,1937,Northern Ireland,Londonderry,61,,,,,
1998,medicine,3,Ferid Murad,male,1936,USA,Whiting IN,62,University of Texas Medical School at Houston,USA,Houston TX,,
1998,medicine,3,Louis J. Ignarro,male,1941,USA,Brooklyn NY,57,University of California School of Medicine,USA,Los Angeles CA,,
1998,medicine,3,Robert F. Furchgott,male,1916,USA,Charleston SC,82,SUNY Health Science Center,USA,Brooklyn NY,,
1998,chemistry,2,John Pople,male,1925,United Kingdom,Burnham on Sea,73,Northwestern University,USA,Evanston IL,,
1998,chemistry,2,Walter Kohn,male,1923,Austria,Vienna,75,University of California,USA,Santa Barbara CA,,
1998,physics,3,Daniel C. Tsui,male,1939,China,Henan,59,Princeton University,USA,Princeton NJ,,
1998,physics,3,Horst L. Stormer,male,1949,Germany,Frankfurt-on-the-Main,49,Columbia University,USA,New York NY,,
1998,physics,3,Robert B. Laughlin,male,1950,USA,Visalia CA,48,Stanford University,USA,Stanford CA,,
1997,physics,3,Claude Cohen-Tannoudji,male,1933,Algeria,Constantine,64,College de France,France,Paris,,
1997,economics,2,Myron Scholes,male,1941,Canada,Timmins ON,56,Long Term Capital Management,USA,Greenwich CT,,
1997,economics,2,Robert C. Merton,male,1944,USA,New York NY,53,Harvard University,USA,Cambridge MA,,
1997,literature,1,Dario Fo,male,1926,Italy,Leggiuno-Sangiano,71,,,,,
1997,peace,2,Jody Williams,female,1950,USA,Putney VT,47,,,,,
1997,peace,2,International Campaign to Ban Landmines ,organisation,1992,,,5,,,,,
1997,medicine,1,Stanley B. Prusiner,male,1942,USA,Des Moines IA,55,University of California School of Medicine,USA,San Francisco CA,,
1997,chemistry,2,Jens C. Skou,male,1918,Denmark,Lemvig,79,Aarhus University,Denmark,Aarhus,,
1997,chemistry,4,John E. Walker,male,1941,United Kingdom,Halifax,56,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,,
1997,chemistry,4,Paul D. Boyer,male,1918,USA,Provo UT,79,University of California,USA,Los Angeles CA,,
1997,physics,3,William D. Phillips,male,1948,USA,Wilkes-Barre PA,49,National Institute of Standards and Technology,USA,Gaithersburg MD,,
1997,physics,3,Steven Chu,male,1948,USA,St. Louis MO,49,Stanford University,USA,Stanford CA,,
1996,peace,2,Jose Ramos-Horta,male,1949,East Timor,Dili,47,,,,,
1996,economics,2,William Vickrey,male,1914,Canada,Victoria BC,82,Columbia University,USA,New York NY,,
1996,economics,2,James A. Mirrlees,male,1936,Scotland,Minnigaff,60,University of Cambridge,United Kingdom,Cambridge,,
1996,literature,1,Wislawa Szymborska,female,1923,Poland,Krnik,73,,,,,
1996,peace,2,Carlos Filipe Ximenes Belo,male,1948,East Timor,Wailacama,48,,,,,
1996,medicine,2,Rolf M. Zinkernagel,male,1944,Switzerland,Basel,52,University of Zurich Institute of Experimental Immunology,Switzerland,Zurich,,
1996,medicine,2,Peter C. Doherty,male,1940,Australia,Brisbane,56,St. Jude Children's Research Hospital,USA,Memphis TN,,
1996,chemistry,3,Richard E. Smalley,male,1943,USA,Akron OH,53,Rice University,USA,Houston TX,,
1996,chemistry,3,Sir Harold Kroto,male,1939,United Kingdom,Wisbech Cambridgeshire,57,University of Sussex,United Kingdom,Brighton,,
1996,chemistry,3,Robert F. Curl Jr.,male,1933,USA,Alice TX,63,Rice University,USA,Houston TX,,
1996,physics,3,Robert C. Richardson,male,1937,USA,Washington D.C.,59,Cornell University,USA,Ithaca NY,,
1996,physics,3,Douglas D. Osheroff,male,1945,USA,Aberdeen WA,51,Stanford University,USA,Stanford CA,,
1996,physics,3,David M. Lee,male,1931,USA,Rye NY,65,Cornell University,USA,Ithaca NY,,
1995,medicine,3,Christiane Nusslein-Volhard,female,1942,Germany,Magdeburg,53,Max Planck Institute for Developmental Biology,Germany,Tubingen,,
1995,chemistry,3,Paul J. Crutzen,male,1933,the Netherlands,Amsterdam,62,Max Planck Institute for Chemistry,Germany,Mainz,,
1995,literature,1,Seamus Heaney,male,1939,Northern Ireland,Castledawson,56,,,,,
1995,economics,1,Robert E. Lucas Jr.,male,1937,USA,Yakima WA,58,University of Chicago,USA,Chicago IL,,
1995,peace,2,Pugwash Conferences on Science and World Affairs ,organisation,1957,,,38,,,,,
1995,peace,2,Joseph Rotblat,male,1908,Poland,Warsaw,87,,,,,
1995,medicine,3,Eric F. Wieschaus,male,1947,USA,South Bend IN,48,Princeton University,USA,Princeton NJ,,
1995,medicine,3,Edward B. Lewis,male,1918,USA,Wilkes-Barre PA,77,California Institute of Technology (Caltech),USA,Pasadena CA,,
1995,chemistry,3,F. Sherwood Rowland,male,1927,USA,Delaware OH,68,University of California,USA,Irvine CA,,
1995,chemistry,3,Mario J. Molina,male,1943,Mexico,Mexico City,52,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1995,physics,2,Frederick Reines,male,1918,USA,Paterson NJ,77,University of California,USA,Irvine CA,,
1995,physics,2,Martin L. Perl,male,1927,USA,New York NY,68,Stanford University,USA,Stanford CA,,
1994,economics,3,Reinhard Selten,male,1930,Poland,Wroclaw,64,Rheinische Friedrich-Wilhelms-Universitat,Germany,Bonn,,
1994,economics,3,John F. Nash Jr.,male,1928,USA,Bluefield WV,66,Princeton University,USA,Princeton NJ,,
1994,economics,3,John C. Harsanyi,male,1920,Hungary,Budapest,74,University of California,USA,Berkeley CA,,
1994,literature,1,Kenzaburo Oe,male,1935,Japan,Uchiko,59,,,,,
1994,peace,3,Yitzhak Rabin,male,1922,Israel,Jerusalem,72,,,,,
1994,peace,3,Shimon Peres,male,1923,Belarus,Vishneva,71,,,,,
1994,peace,3,Yasser Arafat,male,1929,Egypt,Cairo,65,,,,,
1994,medicine,2,Martin Rodbell,male,1925,USA,Baltimore MD,69,National Institute of Environmental Health Sciences,USA,Research Triangle Park NC,,
1994,medicine,2,Alfred G. Gilman,male,1941,USA,New Haven CT,53,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,,
1994,chemistry,1,George A. Olah,male,1927,Hungary,Budapest,67,University of Southern California,USA,Los Angeles CA,,
1994,physics,2,Clifford G. Shull,male,1915,USA,Pittsburgh PA,79,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1994,physics,2,Bertram N. Brockhouse,male,1918,Canada,Lethbridge Alberta,76,McMaster University,Canada,Hamilton Ontario,,
1993,economics,2,Douglass C. North,male,1920,USA,Cambridge MA,73,Washington University,USA,St. Louis MO,,
1993,economics,2,Robert W. Fogel,male,1927,USA,New York NY,66,University of Chicago,USA,Chicago IL,,
1993,literature,1,Toni Morrison,female,1931,USA,Lorain OH,62,,,,,
1993,peace,2,F.W. de Klerk,male,1936,South Africa,Johannesburg,57,,,,,
1993,peace,2,Nelson Mandela,male,1918,South Africa,Qunu,75,,,,,
1993,medicine,2,Phillip A. Sharp,male,1944,USA,Falmouth KY,49,Massachusetts Institute of Technology (MIT) Center for Cancer Research,USA,Cambridge MA,,
1993,medicine,2,Richard J. Roberts,male,1943,United Kingdom,Derby,50,New England Biolabs,USA,Beverly MA,,
1993,chemistry,2,Michael Smith,male,1932,United Kingdom,Blackpool,61,University of British Columbia,Canada,Vancouver,,
1993,chemistry,2,Kary B. Mullis,male,1944,USA,Lenoir NC,49,,,,,
1993,physics,2,Joseph H. Taylor Jr.,male,1941,USA,Philadelphia PA,52,Princeton University,USA,Princeton NJ,,
1993,physics,2,Russell A. Hulse,male,1950,USA,New York NY,43,Princeton University,USA,Princeton NJ,,
1992,peace,1,Rigoberta Menchu Tum,female,1959,Guatemala,Aldea Chimel,33,,,,,
1992,physics,1,Georges Charpak,male,1924,Poland,Dabrovica,68,Ecole Superieure de Physique et Chimie,France,Paris,,
1992,economics,1,Gary Becker,male,1930,USA,Pottsville PA,62,University of Chicago,USA,Chicago IL,,
1992,literature,1,Derek Walcott,male,1930,Saint Lucia,Castries,62,,,,,
1992,medicine,2,Edwin G. Krebs,male,1918,USA,Lansing IA,74,University of Washington,USA,Seattle WA,,
1992,medicine,2,Edmond H. Fischer,male,1920,China,Shanghai,72,University of Washington,USA,Seattle WA,,
1992,chemistry,1,Rudolph A. Marcus,male,1923,Canada,Montreal,69,California Institute of Technology (Caltech),USA,Pasadena CA,,
1991,medicine,2,Erwin Neher,male,1944,Germany,Landsberg,47,Max Planck Institute for Biophysical Chemistry,Germany,Gottingen,,
1991,medicine,2,Bert Sakmann,male,1942,Germany,Stuttgart,49,Max Planck Institute for Medical Research,Germany,Heidelberg,,
1991,chemistry,1,Richard R. Ernst,male,1933,Switzerland,Winterthur,58,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich,,
1991,physics,1,Pierre-Gilles de Gennes,male,1932,France,Paris,59,College de France,France,Paris,,
1991,economics,1,Ronald H. Coase,male,1910,United Kingdom,Willesden,81,University of Chicago,USA,Chicago IL,,
1991,literature,1,Nadine Gordimer,female,1923,South Africa,Springs,68,,,,,
1991,peace,1,Aung San Suu Kyi ,female,1945,Myanmar,Yangon,46,,,,,
1990,economics,3,William F. Sharpe,male,1934,USA,Boston MA,56,Stanford University,USA,Stanford CA,,
1990,economics,3,Merton H. Miller,male,1923,USA,Boston MA,67,University of Chicago,USA,Chicago IL,,
1990,economics,3,Harry M. Markowitz,male,1927,USA,Chicago IL,63,City University of New York,USA,New York NY,,
1990,literature,1,Octavio Paz,male,1914,Mexico,Mexico City,76,,,,,
1990,peace,1,Mikhail Gorbachev,male,1931,Russia,Privolnoye,59,,,,,
1990,medicine,2,E. Donnall Thomas,male,1920,USA,Mart TX,70,Fred Hutchinson Cancer Research Center,USA,Seattle WA,,
1990,medicine,2,Joseph E. Murray,male,1919,USA,Milford MA,71,Brigham and Women's Hospital,USA,Boston MA,,
1990,chemistry,1,Elias James Corey,male,1928,USA,Methuen MA,62,Harvard University,USA,Cambridge MA,,
1990,physics,3,Richard E. Taylor,male,1929,Canada,Medicine Hat Alberta,61,Stanford University,USA,Stanford CA,,
1990,physics,3,Henry W. Kendall,male,1926,USA,Boston MA,64,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1990,physics,3,Jerome I. Friedman,male,1930,USA,Chicago IL,60,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1989,literature,1,Camilo Jose Cela,male,1916,Spain,Iria Flavia,73,,,,,
1989,physics,4,Hans G. Dehmelt,male,1922,Germany,Gorlitz,67,University of Washington,USA,Seattle WA,,
1989,economics,1,Trygve Haavelmo,male,1911,Norway,Skedsmo,78,University of Oslo,Norway,Oslo,,
1989,peace,1,Lhamo Thondup,male,1935,China,Taktser,54,,,,,
1989,medicine,2,Harold E. Varmus,male,1939,USA,Oceanside NY,50,University of California School of Medicine,USA,San Francisco CA,,
1989,medicine,2,J. Michael Bishop,male,1936,USA,York PA,53,University of California School of Medicine,USA,San Francisco CA,,
1989,chemistry,2,Thomas R. Cech,male,1947,USA,Chicago IL,42,University of Colorado,USA,Boulder CO,,
1989,chemistry,2,Sidney Altman,male,1939,Canada,Montreal,50,Yale University,USA,New Haven CT,,
1989,physics,4,Wolfgang Paul,male,1913,Germany,Lorenzkirch,76,University of Bonn,Germany,Bonn,,
1989,physics,2,Norman F. Ramsey,male,1915,USA,Washington D.C.,74,Harvard University,USA,Cambridge MA,,
1988,chemistry,3,Hartmut Michel,male,1948,Germany,Ludwigsburg,40,Max Planck Institute for Biophysics,Germany,Frankfurt-on-the-Main,,
1988,chemistry,3,Robert Huber,male,1937,Germany,Munich,51,Max Planck Institute for Biochemistry,Germany,Martinsried,,
1988,economics,1,Maurice Allais,male,1911,France,Paris,77,Ecole Nationale Superieure des Mines de Paris,France,Paris,,
1988,literature,1,Naguib Mahfouz,male,1911,Egypt,Cairo,77,,,,,
1988,peace,1,United Nations Peacekeeping Forces ,organisation,1905,,,83,,,,,
1988,medicine,3,George H. Hitchings,male,1980,USA,Hoquiam WA,8,Wellcome Research Laboratories,USA,Research Triangle Park NC,,
1988,medicine,3,Gertrude B. Elion,female,1918,USA,New York NY,70,Wellcome Research Laboratories,USA,Research Triangle Park NC,,
1988,medicine,3,Sir James W. Black,male,1924,Scotland,Uddingston,64,London University King's College Hospital Medical School,United Kingdom,London,,
1988,chemistry,3,Johann Deisenhofer,male,1943,Germany,Zusamaltheim,45,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,,
1988,physics,3,Jack Steinberger,male,1921,Germany,Bad Kissingen,67,CERN,Switzerland,Geneva,,
1988,physics,3,Melvin Schwartz,male,1932,USA,New York NY,56,Digital Pathways Inc.,USA,Mountain View CA,,
1988,physics,3,Leon M. Lederman,male,1922,USA,New York NY,66,Fermi National Accelerator Laboratory,USA,Batavia IL,,
1987,peace,1,Oscar Arias Sanchez,male,1940,Costa Rica,Heredia,47,,,,,
1987,chemistry,3,Jean-Marie Lehn,male,1939,France,Rosheim,48,Universite Louis Pasteur,France,Strasbourg,,
1987,economics,1,Robert M. Solow,male,1924,USA,Brooklyn NY,63,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1987,literature,1,Joseph Brodsky,male,1940,Russia,St. Petersburg,47,,,,,
1987,medicine,1,Susumu Tonegawa,male,1939,Japan,Nagoya,48,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1987,chemistry,3,Charles J. Pedersen,male,1904,South Korea,Pusan,83,Du Pont,USA,Wilmington DE,,
1987,chemistry,3,Donald J. Cram,male,1919,USA,Chester VT,68,University of California,USA,Los Angeles CA,,
1987,physics,2,K. Alex Muller,male,1927,Switzerland,Basel,60,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,,
1987,physics,2,J. Georg Bednorz,male,1950,Germany,Neuenkirchen,37,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,,
1986,chemistry,3,Dudley R. Herschbach,male,1932,USA,"San Jose, CA",54,Harvard University,USA,Cambridge MA,,
1986,economics,1,James M. Buchanan Jr.,male,1919,USA,Murfreesboro TN,67,Center for Study of Public Choice,USA,Fairfax VA,,
1986,literature,1,Wole Soyinka,male,1934,Nigeria,Abeokuta,52,,,,,
1986,peace,1,Elie Wiesel,male,1928,Romania,Sighet,58,,,,,
1986,medicine,2,Rita Levi-Montalcini,female,1909,Italy,Turin,77,Institute of Cell Biology of the C.N.R.,Italy,Rome,,
1986,medicine,2,Stanley Cohen,male,1922,USA,Brooklyn NY,64,Vanderbilt University School of Medicine,USA,Nashville TN,,
1986,chemistry,3,John C. Polanyi,male,1929,Germany,Berlin,57,University of Toronto,Canada,Toronto,,
1986,chemistry,3,Yuan T. Lee,male,1936,Taiwan,Hsinchu,50,University of California,USA,Berkeley CA,,
1986,physics,4,Heinrich Rohrer,male,1933,Switzerland,Buchs,53,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,,
1986,physics,4,Gerd Binnig,male,1947,Germany,Frankfurt-on-the-Main,39,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,,
1986,physics,2,Ernst Ruska,male,1906,Germany,Heidelberg,80,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,Berlin,,
1985,physics,1,Klaus von Klitzing,male,1943,Poland,Schroda,42,Max Planck Institute for Solid State Research,Germany,Stuttgart,,
1985,economics,1,Franco Modigliani,male,1918,Italy,Rome,67,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1985,literature,1,Claude Simon,male,1913,Madagascar,Antananarivo,72,,,,,
1985,peace,1,International Physicians for the Prevention of Nuclear War ,organisation,1980,,,5,,,,,
1985,medicine,2,Joseph L. Goldstein,male,1940,USA,Sumter SC,45,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,,
1985,medicine,2,Michael S. Brown,male,1941,USA,New York NY,44,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,,
1985,chemistry,2,Jerome Karle,male,1918,USA,New York NY,67,US Naval Research Laboratory,USA,Washington D.C.,,
1985,chemistry,2,Herbert A. Hauptman,male,1917,USA,New York NY,68,The Medical Foundation of Buffalo,USA,Buffalo NY,,
1984,medicine,3,Georges J.F. Kohler,male,1946,Germany,Munich,38,Basel Institute for Immunology,Switzerland,Basel,,
1984,economics,1,Richard Stone,male,1913,United Kingdom,London,71,University of Cambridge,United Kingdom,Cambridge,,
1984,literature,1,Jaroslav Seifert,male,1901,Czech Republic,Prague,83,,,,,
1984,peace,1,Desmond Tutu,male,1931,South Africa,Klerksdorp,53,,,,,
1984,medicine,3,Cesar Milstein,male,1927,Argentina,Bahia Blanca,57,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,,
1984,medicine,3,Niels K. Jerne,male,1911,United Kingdom,London,73,Basel Institute for Immunology,Switzerland,Basel,,
1984,chemistry,1,Bruce Merrifield,male,1921,USA,Fort Worth TX,63,Rockefeller University,USA,New York NY,,
1984,physics,2,Simon van der Meer,male,1925,the Netherlands,the Hague,59,CERN,Switzerland,Geneva,,
1984,physics,2,Carlo Rubbia,male,1934,Italy,Gorizia,50,CERN,Switzerland,Geneva,,
1983,economics,1,Gerard Debreu,male,1921,France,Calais,62,University of California,USA,Berkeley CA,,
1983,literature,1,William Golding,male,1911,United Kingdom,St. Columb Minor,72,,,,,
1983,peace,1,Lech Walesa,male,1943,Poland,Popowo,40,,,,,
1983,medicine,1,Barbara McClintock,female,1902,USA,Hartford CT,81,Cold Spring Harbor Laboratory,USA,Cold Spring Harbor NY,,
1983,chemistry,1,Henry Taube,male,1915,Canada,Neudorf,68,Stanford University,USA,Stanford CA,,
1983,physics,2,William A. Fowler,male,1911,USA,Pittsburgh PA,72,California Institute of Technology (Caltech),USA,Pasadena CA,,
1983,physics,2,Subrahmanyan Chandrasekhar,male,1910,Pakistan,Lahore,73,University of Chicago,USA,Chicago IL,,
1982,literature,1,Gabriel Garcia Marquez,male,1927,Colombia,Aracataca,55,,,,,
1982,economics,1,George J. Stigler,male,1911,USA,Renton WA,71,University of Chicago,USA,Chicago IL,,
1982,peace,2,Alfonso Garcia Robles,male,1911,Mexico,Zamora,71,,,,,
1982,peace,2,Alva Myrdal,female,1902,Sweden,Uppsala,80,,,,,
1982,medicine,3,John R. Vane,male,1927,United Kingdom,Tardebigg,55,The Wellcome Research Laboratories,United Kingdom,Beckenham,,
1982,medicine,3,Bengt I. Samuelsson,male,1934,Sweden,Halmstad,48,Karolinska Institutet,Sweden,Stockholm,,
1982,medicine,3,Sune K. Bergstrom,male,1916,Sweden,Stockholm,66,Karolinska Institutet,Sweden,Stockholm,,
1982,chemistry,1,Aaron Klug,male,1926,Lithuania,Zelvas,56,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,,
1982,physics,1,Kenneth G. Wilson,male,1936,USA,Waltham MA,46,Cornell University,USA,Ithaca NY,,
1981,physics,2,Kai M. Siegbahn,male,1918,Sweden,Lund,63,Uppsala University,Sweden,Uppsala,,
1981,economics,1,James Tobin,male,1918,USA,Champaign IL,63,Yale University,USA,New Haven CT,,
1981,literature,1,Elias Canetti,male,1905,Bulgaria,Ruse,76,,,,,
1981,peace,1,Office of the United Nations High Commissioner for Refugees ,organisation,1950,,,31,,,,,
1981,medicine,4,Torsten N. Wiesel,male,1924,Sweden,Uppsala,57,Harvard Medical School,USA,Boston MA,,
1981,medicine,4,David H. Hubel,male,1926,Canada,Windsor ON,55,Harvard Medical School,USA,Boston MA,,
1981,medicine,2,Roger W. Sperry,male,1913,USA,Hartford CT,68,California Institute of Technology (Caltech),USA,Pasadena CA,,
