year,category,prizeShare,fullName,gender,born,bornCountry,bornCity,age_received,organizationName,organizationCountry,organizationCity,,
1981,chemistry,2,Roald Hoffmann,male,1937,Ukraine,Zloczov,44,Cornell University,USA,Ithaca NY,,
1981,chemistry,2,Kenichi Fukui,male,1918,Japan,Nara,63,Kyoto University,Japan,Kyoto,,
1981,physics,4,Arthur L. Schawlow,male,1921,USA,Mount Vernon NY,60,Stanford University,USA,Stanford CA,,
1981,physics,4,Nicolaas Bloembergen,male,1920,the Netherlands,Dordrecht,61,Harvard University,USA,Cambridge MA,,
1980,medicine,3,Jean Dausset,male,1916,France,Toulouse,64,Universite de Paris Laboratoire Immuno-Hematologie,France,Paris,,
1980,literature,1,Czeslaw Milosz,male,1911,Lithuania,Seteniai,69,,,,,
1980,economics,1,Lawrence R. Klein,male,1920,USA,Omaha NE,60,University of Pennsylvania,USA,Philadelphia PA,,
1980,peace,1,Adolfo Prez Esquivel,male,1931,Argentina,Buenos Aires,49,,,,,
1980,medicine,3,George D. Snell,male,1903,USA,Bradford MA,77,Jackson Laboratory,USA,Bar Harbor ME,,
1980,medicine,3,Baruj Benacerraf,male,1920,Venezuela,Caracas,60,Harvard Medical School,USA,Boston MA,,
1980,chemistry,4,Walter Gilbert,male,1932,USA,Boston MA,48,Harvard University Biological Laboratories,USA,Cambridge MA,,
1980,chemistry,2,Paul Berg,male,1926,USA,New York NY,54,Stanford University,USA,Stanford CA,,
1980,chemistry,4,Frederick Sanger,male,1918,United Kingdom,Rendcombe,62,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,,
1980,physics,2,Val Fitch,male,1923,USA,Merriman NE,57,Princeton University,USA,Princeton NJ,,
1980,physics,2,James Cronin,male,1931,USA,Chicago IL,49,University of Chicago,USA,Chicago IL,,
1979,literature,1,Odysseus Elytis,male,1911,Greece,Iraklion,68,,,,,
1979,economics,2,Sir Arthur Lewis,male,1915,Saint Lucia,Castries,64,Princeton University,USA,Princeton NJ,,
1979,economics,2,Theodore W. Schultz,male,1902,USA,Arlington SD,77,University of Chicago,USA,Chicago IL,,
1979,peace,1,Anjeza Gonxhe Bojaxhiu,female,1910,North Macedonia,Skopje,69,,,,,
1979,medicine,2,Godfrey N. Hounsfield,male,1919,United Kingdom,Newark,60,Central Research Laboratories EMI,United Kingdom,London,,
1979,medicine,2,Allan M. Cormack,male,1924,South Africa,Johannesburg,55,Tufts University,USA,Medford MA,,
1979,chemistry,2,Georg Wittig,male,1897,Germany,Berlin,82,University of Heidelberg,Germany,Heidelberg,,
1979,chemistry,2,Herbert C. Brown,male,1912,United Kingdom,London,67,Purdue University,USA,West Lafayette IN,,
1979,physics,3,Steven Weinberg,male,1933,USA,New York NY,46,Harvard University,USA,Cambridge MA,,
1979,physics,3,Abdus Salam,male,1926,Pakistan,Jhang Maghiana,53,International Centre for Theoretical Physics,Italy,Trieste,,
1979,physics,3,Sheldon Glashow,male,1932,USA,New York NY,47,Harvard University Lyman Laboratory,USA,Cambridge MA,,
1978,medicine,3,Werner Arber,male,1929,Switzerland,Granichen,49,University Biozentrum,Switzerland,Basel,,
1978,economics,1,Herbert Simon,male,1916,USA,Milwaukee WI,62,Carnegie Mellon University,USA,Pittsburgh PA,,
1978,literature,1,Isaac Bashevis Singer,male,1904,Poland,Leoncin,74,,,,,
1978,peace,2,Menachem Begin,male,1913,Belarus,Brest Litovsk,65,,,,,
1978,peace,2,Anwar al-Sadat,male,1918,Egypt,Mit Abu al-Kawm,60,,,,,
1978,medicine,3,Hamilton O. Smith,male,1931,USA,New York NY,47,Johns Hopkins University School of Medicine,USA,Baltimore MD,,
1978,medicine,3,Daniel Nathans,male,1928,USA,Wilmington DE,50,Johns Hopkins University School of Medicine,USA,Baltimore MD,,
1978,chemistry,1,Peter Mitchell,male,1920,United Kingdom,Mitcham,58,Glynn Research Laboratories,United Kingdom,Bodmin,,
1978,physics,4,Robert Woodrow Wilson,male,1936,USA,Houston TX,42,Bell Laboratories,USA,Holmdel NJ,,
1978,physics,4,Arno Penzias,male,1933,Germany,Munich,45,Bell Laboratories,USA,Holmdel NJ,,
1978,physics,2,Pyotr Kapitsa,male,1894,Russia,Kronshtadt,84,Academy of Sciences,Russia,Moscow,,
1977,chemistry,1,Ilya Prigogine,male,1917,Russia,Moscow,60,Universite Libre de Bruxelles,Belgium,Brussels,,
1977,economics,2,Bertil Ohlin,male,1917,Sweden,Klippan,60,Stockholm School of Economics,Sweden,Stockholm,,
1977,economics,2,James E. Meade,male,1907,United Kingdom,Swanage,70,University of Cambridge,United Kingdom,Cambridge,,
1977,literature,1,Vicente Aleixandre,male,1898,Spain,Sevilla,79,,,,,
1977,peace,1,Amnesty International ,organisation,1961,,,16,,,,,
1977,medicine,2,Rosalyn Yalow,female,1921,USA,New York NY,56,Veterans Administration Hospital,USA,Bronx NY,,
1977,medicine,4,Andrew V. Schally,male,1926,Lithuania,Vilnius,51,Veterans Administration Hospital,USA,New Orleans LA,,
1977,medicine,4,Roger Guillemin,male,1924,France,Dijon,53,The Salk Institute,USA,San Diego CA,,
1977,physics,3,John H. Van Vleck,male,1899,USA,Middletown CT,78,Harvard University,USA,Cambridge MA,,
1977,physics,3,Sir Nevill F. Mott,male,1905,United Kingdom,Leeds,72,University of Cambridge,United Kingdom,Cambridge,,
1977,physics,3,Philip W. Anderson,male,1923,USA,Indianapolis IN,54,Bell Telephone Laboratories,USA,Murray Hill NJ,,
1976,medicine,2,D. Carleton Gajdusek,male,1923,USA,Yonkers NY,53,National Institutes of Health,USA,Bethesda MD,,
1976,economics,1,Milton Friedman,male,1912,USA,Brooklyn NY,64,University of Chicago,USA,Chicago IL,,
1976,literature,1,Saul Bellow,male,1915,Canada,Montreal,61,,,,,
1976,peace,2,Mairead Corrigan,female,1944,Northern Ireland,Belfast,32,,,,,
1976,peace,2,Betty Williams,female,1943,Northern Ireland,Belfast,33,,,,,
1976,medicine,2,Baruch S. Blumberg,male,1925,USA,New York NY,51,The Institute for Cancer Research,USA,Philadelphia PA,,
1976,chemistry,1,William Lipscomb,male,1919,USA,Cleveland OH,57,Harvard University,USA,Cambridge MA,,
1976,physics,2,Samuel C.C. Ting,male,1936,USA,Ann Arbor MI,40,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1976,physics,2,Burton Richter,male,1931,USA,Brooklyn NY,45,Stanford Linear Accelerator Center,USA,Stanford CA,,
1975,chemistry,2,Vladimir Prelog,male,1906,Bosnia and Herzegovina,Sarajevo,69,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich,,
1975,economics,2,Tjalling C. Koopmans,male,1910,Netherlands,S Graveland,65,Yale University,USA,New Haven CT,,
1975,economics,2,Leonid Vitaliyevich Kantorovich,male,1912,Russia,St. Petersburg,63,Academy of Sciences,Russia,Moscow,,
1975,peace,1,Andrei Sakharov,male,1921,Russia,Moscow,54,,,,,
1975,medicine,3,Howard M. Temin,male,1934,USA,Philadelphia PA,41,University of Wisconsin,USA,Madison WI,,
1975,medicine,3,Renato Dulbecco,male,1914,Italy,Catanzaro,61,Imperial Cancer Research Fund Laboratory,United Kingdom,London,,
1975,medicine,3,David Baltimore,male,1938,USA,New York NY,37,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1975,chemistry,2,John Cornforth,male,1917,Australia,Sydney,58,University of Sussex,United Kingdom,Brighton,,
1975,physics,3,James Rainwater,male,1917,USA,Council ID,58,Columbia University,USA,New York NY,,
1975,physics,3,Ben R. Mottelson,male,1926,USA,Chicago IL,49,Nordita,Denmark,Copenhagen,,
1975,physics,3,Aage N. Bohr,male,1922,Denmark,Copenhagen,53,Niels Bohr Institute,Denmark,Copenhagen,,
1974,literature,2,Harry Martinson,male,1904,Sweden,Jamshog,70,,,,,
1974,literature,2,Eyvind Johnson,male,1900,Sweden,Svartbjornsbyn,74,,,,,
1974,peace,2,Eisaku Sato,male,1901,Japan,Tabuse,73,,,,,
1974,peace,2,Sen MacBride,male,1904,France,Paris,70,,,,,
1974,medicine,3,George E. Palade,male,1912,Romania,Iasi,62,Yale University School of Medicine,USA,New Haven CT,,
1974,medicine,3,Christian de Duve,male,1917,United Kingdom,Thames Ditton,57,Rockefeller University,USA,New York NY,,
1974,chemistry,1,Paul J. Flory,male,1910,USA,Sterling IL,64,Stanford University,USA,Stanford CA,,
1974,physics,2,Antony Hewish,male,1924,United Kingdom,Fowey,50,University of Cambridge,United Kingdom,Cambridge,,
1974,physics,2,Martin Ryle,male,1918,United Kingdom,Brighton,56,University of Cambridge,United Kingdom,Cambridge,,
1973,medicine,3,Konrad Lorenz,male,1903,Austria,Vienna,70,"Konrad Lorenz Institute of the Austrian Academy of Sciences, Research Station for Ethology",Austria,Altenberg; Grunau im Almtal,,
1973,peace,2,Henry Kissinger,male,1923,Germany,Furth,50,,,,,
1973,economics,1,Wassily Leontief,male,1906,Russia,St. Petersburg,67,Harvard University,USA,Cambridge MA,,
1973,literature,1,Patrick White,male,1912,United Kingdom,London,61,,,,,
1973,peace,2,Le Duc Tho ,male,1911,Vietnam,Nam Ha province,62,,,,,
1973,medicine,3,Nikolaas Tinbergen,male,1907,the Netherlands,the Hague,66,University of Oxford,United Kingdom,Oxford,,
1973,chemistry,2,Geoffrey Wilkinson,male,1921,United Kingdom,Todmorden,52,Imperial College,United Kingdom,London,,
1973,chemistry,2,Ernst Otto Fischer,male,1918,Germany,Munich,55,Technical University,Germany,Munich,,
1973,physics,2,Brian D. Josephson,male,1940,United Kingdom,Cardiff,33,University of Cambridge,United Kingdom,Cambridge,,
1973,physics,4,Ivar Giaever,male,1929,Norway,Bergen,44,General Electric Company,USA,Schenectady NY,,
1973,physics,4,Leo Esaki,male,1925,Japan,Osaka,48,IBM Thomas J. Watson Research Center,USA,Yorktown Heights NY,,
1972,literature,1,Heinrich Boll,male,1917,Germany,Cologne,55,,,,,
1972,economics,2,Kenneth J. Arrow,male,1921,USA,New York NY,51,Harvard University,USA,Cambridge MA,,
1972,economics,2,John R. Hicks,male,1904,United Kingdom,Warwick,68,All Souls College,United Kingdom,Oxford,,
1972,medicine,2,Rodney R. Porter,male,1917,United Kingdom,Newton-le-Willows,55,University of Oxford,United Kingdom,Oxford,,
1972,medicine,2,Gerald M. Edelman,male,1929,USA,New York NY,43,Rockefeller University,USA,New York NY,,
1972,chemistry,4,William H. Stein,male,1911,USA,New York NY,61,Rockefeller University,USA,New York NY,,
1972,chemistry,4,Stanford Moore,male,1913,USA,Chicago IL,59,Rockefeller University,USA,New York NY,,
1972,chemistry,2,Christian Anfinsen,male,1916,USA,Monessen PA,56,National Institutes of Health,USA,Bethesda MD,,
1972,physics,3,Robert Schrieffer,male,1931,USA,Oak Park IL,41,University of Pennsylvania,USA,Philadelphia PA,,
1972,physics,3,Leon N. Cooper,male,1930,USA,New York NY,42,Brown University,USA,Providence RI,,
1972,physics,3,John Bardeen,male,1908,USA,Madison WI,64,University of Illinois,USA,Urbana IL,,
1971,peace,1,Willy Brandt,male,1913,Germany,Lubeck,58,,,,,
1971,economics,1,Simon Kuznets,male,1901,Belarus,Pinsk,70,Harvard University,USA,Cambridge MA,,
1971,literature,1,Pablo Neruda,male,1904,Chile,Parral,67,,,,,
1971,medicine,1,Earl W. Sutherland Jr.,male,1915,USA,Burlingame KS,56,Vanderbilt University,USA,Nashville TN,,
1971,chemistry,1,Gerhard Herzberg,male,1904,Germany,Hamburg,67,National Research Council of Canada,Canada,Ottawa,,
1971,physics,1,Dennis Gabor,male,1900,Hungary,Budapest,71,Imperial College,United Kingdom,London,,
1970,physics,2,Louis Neel,male,1904,France,Lyon,66,University of Grenoble,France,Grenoble,,
1970,physics,2,Hannes Alfven,male,1908,Sweden,Norrkoping,62,Royal Institute of Technology,Sweden,Stockholm,,
1970,economics,1,Paul A. Samuelson,male,1915,USA,Gary IN,55,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1970,literature,1,Alexandr Solzhenitsyn,male,1918,Russia,Kislovodsk,52,,,,,
1970,peace,1,Norman Borlaug,male,1914,USA,Cresco IA,56,,,,,
1970,medicine,3,Julius Axelrod,male,1912,USA,New York NY,58,National Institutes of Health,USA,Bethesda MD,,
1970,medicine,3,Ulf von Euler,male,1905,Sweden,Stockholm,65,Karolinska Institutet,Sweden,Stockholm,,
1970,medicine,3,Sir Bernard Katz,male,1911,Germany,Leipzig,59,University College,United Kingdom,London,,
1970,chemistry,1,Luis Leloir,male,1906,France,Paris,64,Institute for Biochemical Research,Argentina,Buenos Aires,,
1969,economics,2,Jan Tinbergen,male,1903,the Netherlands,the Hague,66,The Netherlands School of Economics,the Netherlands,Rotterdam,,
1969,literature,1,Samuel Beckett,male,1906,Ireland,Dublin,63,,,,,
1969,peace,1,International Labour Organization ,organisation,1919,,,50,,,,,
1969,medicine,3,Salvador E. Luria,male,1912,Italy,Turin,57,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1969,medicine,3,Alfred D. Hershey,male,1908,USA,Owosso MI,61,Carnegie Institution of Washington,USA,Long Island New York NY,,
1969,medicine,3,Max Delbrck,male,1906,Germany,Berlin,63,California Institute of Technology (Caltech),USA,Pasadena CA,,
1969,chemistry,2,Derek Barton,male,1918,United Kingdom,Gravesend,51,Imperial College,United Kingdom,London,,
1969,physics,1,Murray Gell-Mann,male,1929,USA,New York NY,40,California Institute of Technology (Caltech),USA,Pasadena CA,,
1968,literature,1,Yasunari Kawabata,male,1899,Japan,Osaka,69,,,,,
1968,peace,1,Ren Cassin,male,1897,France,Bayonne,71,,,,,
1968,medicine,3,Marshall W. Nirenberg,male,1927,USA,New York NY,41,National Institutes of Health,USA,Bethesda MD,,
1968,medicine,3,H. Gobind Khorana,male,1922,India,Raipur,46,University of Wisconsin,USA,Madison WI,,
1968,medicine,3,Robert W. Holley,male,1922,USA,Urbana IL,46,Cornell University,USA,Ithaca NY,,
1968,chemistry,1,Lars Onsager,male,1903,Norway,Oslo,65,Yale University,USA,New Haven CT,,
1968,physics,1,Luis Alvarez,male,1911,USA,San Francisco CA,57,University of California,USA,Berkeley CA,,
1967,chemistry,2,Manfred Eigen,male,1927,Germany,Bochum,40,Max Planck Institute for Physical Chemistry,Germany,Gottingen,,
1967,medicine,3,George Wald,male,1906,USA,New York NY,61,Harvard University,USA,Cambridge MA,,
1967,medicine,3,Keffer Hartline,male,1903,USA,Bloomsburg PA,64,Rockefeller University,USA,New York NY,,
1967,medicine,3,Ragnar Granit,male,1900,Finland,Helsinki,67,Karolinska Institutet,Sweden,Stockholm,,
1967,chemistry,4,George Porter,male,1920,United Kingdom,Stainforth,47,Royal Institution of Great Britain,United Kingdom,London,,
1967,physics,1,Hans Bethe,male,1906,France,Strasbourg,61,Cornell University,USA,Ithaca NY,,
1966,physics,1,Alfred Kastler,male,1902,France,Guebwiller,64,Ecole Normale Superieure,France,Paris,,
1966,medicine,2,Charles B. Huggins,male,1901,Canada,Halifax Nova Scotia,65,University of Chicago Ben May Laboratory for Cancer Research,USA,Chicago IL,,
1965,literature,1,Mikhail Sholokhov,male,1905,Russia,Veshenskaya,60,,,,,
1965,peace,1,United Nations Children's Fund ,organisation,1946,,,19,,,,,
1965,medicine,3,Jacques Monod,male,1910,France,Paris,55,Institut Pasteur,France,Paris,,
1965,medicine,3,Andr Lwoff,male,1902,France,Ainay le Chacteau,63,Institut Pasteur,France,Paris,,
1965,medicine,3,Franois Jacob,male,1920,France,Nancy,45,Institut Pasteur,France,Paris,,
1965,chemistry,1,Robert B. Woodward,male,1917,USA,Boston MA,48,Harvard University,USA,Cambridge MA,,
1965,physics,3,Richard P. Feynman,male,1918,USA,New York NY,47,California Institute of Technology (Caltech),USA,Pasadena CA,,
1965,physics,3,Julian Schwinger,male,1918,USA,New York NY,47,Harvard University,USA,Cambridge MA,,
1965,physics,3,Sin-Itiro Tomonaga,male,1906,Japan,Kyoto,59,Tokyo University of Education,Japan,Tokyo,,
1964,medicine,2,Feodor Lynen,male,1911,Germany,Munich,53,Max Planck Institute for Cell Chemistry,Germany,Munich,,
1964,literature,1,Jean-Paul Sartre,male,1905,France,Paris,59,,,,,
1964,peace,1,Martin Luther King Jr.,male,1929,USA,Atlanta GA,35,,,,,
1964,medicine,2,Konrad Bloch,male,1912,Poland,Nysa,52,Harvard University,USA,Cambridge MA,,
1964,chemistry,1,Dorothy Crowfoot Hodgkin,female,1910,Egypt,Cairo,54,University of Oxford Royal Society,United Kingdom,Oxford,,
1964,physics,4,Aleksandr M. Prokhorov,male,1916,Australia,Atherton,48,P.N. Lebedev Physical Institute,Russia,Moscow,,
1964,physics,4,Nicolay G. Basov,male,1922,Russia,Usman,42,P.N. Lebedev Physical Institute,Russia,Moscow,,
1964,physics,2,Charles H. Townes,male,1915,USA,Greenville SC,49,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,,
1963,chemistry,2,Karl Ziegler,male,1898,Germany,Helsa,65,Max Planck Institute for Coal Research,Germany,Mulheim an der Ruhr,,
1963,literature,1,Giorgos Seferis,male,1900,Turkiye,Izmir,63,,,,,
1963,peace,2,League of Red Cross Societies ,organisation,1919,,,44,,,,,
1963,peace,2,International Committee of the Red Cross ,organisation,1863,,,100,,,,,
1963,medicine,3,Andrew Huxley,male,1917,United Kingdom,Hampstead,46,University College,United Kingdom,London,,
1963,medicine,3,Alan Hodgkin,male,1914,United Kingdom,Banbury,49,University of Cambridge,United Kingdom,Cambridge,,
1963,medicine,3,Sir John Eccles,male,1903,Australia,Melbourne,60,Australian National University,Australia,Canberra,,
1963,chemistry,2,Giulio Natta,male,1903,Italy,Imperia,60,Institute of Technology,Italy,Milan,,
1963,physics,4,J. Hans D. Jensen,male,1907,Germany,Hamburg,56,University of Heidelberg,Germany,Heidelberg,,
1963,physics,4,Maria Goeppert Mayer,female,1906,Poland,Katowice,57,University of California,USA,San Diego CA,,
1963,physics,2,Eugene Wigner,male,1902,Hungary,Budapest,61,Princeton University,USA,Princeton NJ,,
1962,literature,1,John Steinbeck,male,1902,USA,Salinas CA,60,,,,,
1962,medicine,3,Maurice Wilkins,male,1916,New Zealand,Pongaroa,46,London University,United Kingdom,London,,
1962,medicine,3,James Watson,male,1928,USA,Chicago IL,34,Harvard University,USA,Cambridge MA,,
1962,medicine,3,Francis Crick,male,1916,United Kingdom,Northampton,46,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,,
1962,chemistry,2,John C. Kendrew,male,1917,United Kingdom,Oxford,45,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,,
1962,chemistry,2,Max F. Perutz,male,1914,Austria,Vienna,48,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,,
1962,peace,1,Linus Pauling,male,1901,USA,Portland OR,61,California Institute of Technology (Caltech),USA,Pasadena CA,,
1962,physics,1,Lev Landau,male,1908,Azerbaijan,Baku,54,Academy of Sciences,Russia,Moscow,,
1961,physics,2,Rudolf Mossbauer,male,1929,Germany,Munich,32,Technical University,Germany,Munich,,
1961,peace,1,Dag Hammarskjld,male,1905,Sweden,Jonkoping,56,,,,,
1961,chemistry,1,Melvin Calvin,male,1911,USA,St. Paul MN,50,University of California,USA,Berkeley CA,,
1961,physics,2,Robert Hofstadter,male,1915,USA,New York NY,46,Stanford University,USA,Stanford CA,,
1960,medicine,2,Peter Medawar,male,1915,Brazil,Rio de Janeiro,45,University College,United Kingdom,London,,
1960,chemistry,1,Willard F. Libby,male,1908,USA,Grand Valley CO,52,University of California,USA,Los Angeles CA,,
1960,physics,1,Donald A. Glaser,male,1926,USA,Cleveland OH,34,University of California,USA,Berkeley CA,,
1959,literature,1,Salvatore Quasimodo,male,1901,Italy,Modica,58,,,,,
1959,medicine,2,Arthur Kornberg,male,1918,USA,Brooklyn NY,41,Stanford University,USA,Stanford CA,,
1959,medicine,2,Severo Ochoa,male,1905,Spain,Luarca,54,New York University College of Medicine,USA,New York NY,,
1959,physics,2,Owen Chamberlain,male,1920,USA,San Francisco CA,39,University of California,USA,Berkeley CA,,
1959,physics,2,Emilio Segre,male,1905,Italy,Tivoli,54,University of California,USA,Berkeley CA,,
1958,physics,3,Il'ja M. Frank,male,1908,Russia,St. Petersburg,50,Lomonosov Moscow State University,Russia,Moscow,,
1958,peace,1,Georges Pire,male,1910,Belgium,Dinant,48,,,,,
1958,medicine,2,Joshua Lederberg,male,1925,USA,Montclair NJ,33,University of Wisconsin,USA,Madison WI,,
1958,medicine,4,Edward Tatum,male,1909,USA,Boulder CO,49,Rockefeller Institute for Medical Research,USA,New York NY,,
1958,medicine,4,George Beadle,male,1903,USA,Wahoo NE,55,California Institute of Technology (Caltech),USA,Pasadena CA,,
1958,chemistry,1,Frederick Sanger,male,1918,United Kingdom,Rendcombe,40,University of Cambridge,United Kingdom,Cambridge,,
1958,physics,3,Pavel A. Cherenkov,male,1904,Russia,Novaya Chigla,54,P.N. Lebedev Physical Institute,Russia,Moscow,,
1957,medicine,1,Daniel Bovet,male,1907,Switzerland,Neuchatel,50,Superior Health Institute (Chief Institute of Public Health),Italy,Rome,,
1957,literature,1,Albert Camus,male,1913,Algeria,Mondovi,44,,,,,
1957,chemistry,1,Lord Todd,male,1907,Scotland,Glasgow,50,University of Cambridge,United Kingdom,Cambridge,,
1957,physics,2,Tsung-Dao Lee,male,1926,China,Shanghai,31,Columbia University,USA,New York NY,,
1957,physics,2,Chen Ning Yang,male,1922,China,Hofei Anhwei,35,Institute for Advanced Study,USA,Princeton NJ,,
1956,literature,1,Juan Ramon Jimenez,male,1881,Spain,Moguer,75,,,,,
1956,medicine,3,Dickinson W. Richards,male,1895,USA,Orange NJ,61,Columbia University,USA,New York NY,,
1956,medicine,3,Werner Forssmann,male,1904,Germany,Berlin,52,Mainz University,Germany,Mainz,,
1956,medicine,3,Andra F Cournand,male,1895,France,Paris,61,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,USA,New York NY,,
1956,chemistry,2,Nikolay Semenov,male,1896,Russia,Saratov,60,Institute for Chemical Physics of the Academy of Sciences of the USSR,Russia,Moscow,,
1956,chemistry,2,Sir Cyril Hinshelwood,male,1897,United Kingdom,London,59,University of Oxford,United Kingdom,Oxford,,
1956,physics,3,Walter H. Brattain,male,1902,China,Amoy,54,Bell Telephone Laboratories,USA,Murray Hill NJ,,
1956,physics,3,John Bardeen,male,1908,USA,Madison WI,48,University of Illinois,USA,Urbana IL,,
1956,physics,3,William B. Shockley,male,1910,United Kingdom,London,46,Semiconductor Laboratory of Beckman Instruments Inc.,USA,Mountain View CA,,
1955,literature,1,Halldor Laxness,male,1902,Iceland,Reykjavik,53,,,,,
1955,medicine,1,Hugo Theorell,male,1903,Sweden,Linkoping,52,Karolinska Institutet Nobel Medical Institute,Sweden,Stockholm,,
1955,chemistry,1,Vincent du Vigneaud,male,1901,USA,Chicago IL,54,Cornell University,USA,Ithaca NY,,
1955,physics,2,Polykarp Kusch,male,1911,Germany,Blankenburg,44,Columbia University,USA,New York NY,,
1955,physics,2,Willis E. Lamb,male,1913,USA,Los Angeles CA,42,Stanford University,USA,Stanford CA,,
1954,literature,1,Ernest Hemingway,male,1899,USA,Oak Park IL,55,,,,,
1954,peace,1,Office of the United Nations High Commissioner for Refugees ,organisation,1950,,,4,,,,,
1954,medicine,3,Frederick C. Robbins,male,1916,USA,Auburn AL,38,Western Reserve University,USA,Cleveland OH,,
1954,medicine,3,Thomas H. Weller,male,1915,USA,Ann Arbor MI,39,Research Division of Infectious Diseases Children's Medical Center,USA,Boston MA,,
1954,medicine,3,John F. Enders,male,1897,USA,West Hartford CT,57,Harvard Medical School,USA,Boston MA,,
1954,chemistry,1,Linus Pauling,male,1901,USA,Portland OR,53,California Institute of Technology (Caltech),USA,Pasadena CA,,
1954,physics,2,Walther Bothe,male,1891,Germany,Oranienburg,63,University of Heidelberg,Germany,Heidelberg,,
1954,physics,2,Max Born,male,1882,Poland,Wroclaw,72,Edinburgh University,United Kingdom,Edinburgh,,
1953,literature,1,Winston Churchill,male,1874,United Kingdom,Woodstock,79,,,,,
1953,peace,1,George C. Marshall,male,1880,USA,Uniontown PA,73,,,,,
1953,medicine,2,Fritz Lipmann,male,1899,Russia,Kaliningrad,54,Harvard Medical School,USA,Boston MA,,
1953,medicine,2,Hans Krebs,male,1900,Germany,Hildesheim,53,Sheffield University,United Kingdom,Sheffield,,
1953,chemistry,1,Hermann Staudinger,male,1881,Germany,Worms,72,University of Freiburg,Germany,Breisgau,,
1953,physics,1,Frits Zernike,male,1888,the Netherlands,Amsterdam,65,Groningen University,the Netherlands,Groningen,,
1952,peace,1,Albert Schweitzer,male,1875,France,Kaysersberg,77,,,,,
1952,literature,1,Franois Mauriac,male,1885,France,Bordeaux,67,,,,,
1952,medicine,1,Selman A. Waksman,male,1888,Ukraine,Nova Pryluka,64,Rutgers University,USA,New Brunswick NJ,,
1952,chemistry,2,Richard L.M. Synge,male,1914,United Kingdom,Liverpool,38,Rowett Research Institute,United Kingdom,Bucksburn (Scotland),,
1952,chemistry,2,Archer J.P. Martin,male,1910,United Kingdom,London,42,National Institute for Medical Research,United Kingdom,London,,
1952,physics,2,E. M. Purcell,male,1912,USA,Taylorville IL,40,Harvard University,USA,Cambridge MA,,
1952,physics,2,Felix Bloch,male,1905,Switzerland,Zurich,47,Stanford University,USA,Stanford CA,,
1951,literature,1,Par Lagerkvist,male,1891,Sweden,Vaxjo,60,,,,,
1951,peace,1,Leon Jouhaux,male,1879,France,Paris,72,,,,,
1951,medicine,1,Max Theiler,male,1899,South Africa,Pretoria,52,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,USA,New York NY,,
1951,chemistry,2,Glenn T. Seaborg,male,1912,USA,Ishpeming MI,39,University of California,USA,Berkeley CA,,
1951,chemistry,2,Edwin M. McMillan,male,1907,USA,Redondo Beach CA,44,University of California,USA,Berkeley CA,,
1951,physics,2,Ernest T.S. Walton,male,1903,Ireland,Dungarvan,48,Trinity College,Ireland,Dublin,,
1951,physics,2,John Cockcroft,male,1897,United Kingdom,Todmorden,54,Atomic Energy Research Establishment,United Kingdom,Harwell Berkshire,,
1950,chemistry,2,Kurt Alder,male,1902,Poland,Chorzow,48,Cologne University,Germany,Cologne,,
