year,category,prizeShare,fullName,gender,born,bornCountry,bornCity,age_received,organizationName,organizationCountry,organizationCity,,
1950,literature,1,Bertrand Russell,male,1872,United Kingdom,Trelleck,78,,,,,
1950,peace,1,Ralph Bunche,male,1904,USA,Detroit MI,46,Harvard University,USA,Cambridge MA,,
1950,medicine,3,Philip S. Hench,male,1896,USA,Pittsburgh PA,54,Mayo Clinic,USA,Rochester MN,,
1950,medicine,3,Tadeus Reichstein,male,1897,Poland,Wloclawek,53,Basel University,Switzerland,Basel,,
1950,medicine,3,Edward C. Kendall,male,1886,USA,South Norwalk CT,64,Mayo Clinic,USA,Rochester MN,,
1950,chemistry,2,Otto Diels,male,1876,Germany,Hamburg,74,Kiel University,Germany,Kiel,,
1950,physics,1,Cecil Powell,male,1903,United Kingdom,Tonbridge,47,Bristol University,United Kingdom,Bristol,,
1949,literature,1,William Faulkner,male,1897,USA,New Albany MS,52,,,,,
1949,peace,1,John Boyd Orr,male,1880,Scotland,Kilmaurs,69,,,,,
1949,medicine,2,Egas Moniz,male,1874,Portugal,Avanca,75,University of Lisbon,Portugal,Lisbon,,
1949,medicine,2,Walter Hess,male,1881,Switzerland,Frauenfeld,68,University of Zurich,Switzerland,Zurich,,
1949,chemistry,1,William F. Giauque,male,1895,Canada,Niagara Falls,54,University of California,USA,Berkeley CA,,
1949,physics,1,Hideki Yukawa,male,1907,Japan,Tokyo,42,Columbia University,USA,New York NY,,
1948,medicine,1,Paul Muller,male,1899,Switzerland,Olten,49,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Switzerland,Basel,,
1948,literature,1,T.S. Eliot,male,1888,USA,St. Louis MO,60,,,,,
1948,chemistry,1,Arne Tiselius,male,1902,Sweden,Stockholm,46,Uppsala University,Sweden,Uppsala,,
1948,physics,1,Patrick M.S. Blackett,male,1897,United Kingdom,London,51,Victoria University,United Kingdom,Manchester,,
1947,literature,1,Andra Gide,male,1869,France,Paris,78,,,,,
1947,peace,2,American Friends Service Committee ,organisation,1917,,,30,,,,,
1947,peace,2,Friends Service Council ,organisation,1927,,,20,,,,,
1947,medicine,2,Bernardo Houssay,male,1887,Argentina,Buenos Aires,60,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Argentina,Buenos Aires,,
1947,medicine,4,Gerty Cori,female,1896,Czech Republic,Prague,51,Washington University,USA,St. Louis MO,,
1947,medicine,4,Carl Cori,male,1896,Czech Republic,Prague,51,Washington University,USA,St. Louis MO,,
1947,chemistry,1,Sir Robert Robinson,male,1886,United Kingdom,Rufford near Chesterfield,61,University of Oxford,United Kingdom,Oxford,,
1947,physics,1,Edward V. Appleton,male,1892,United Kingdom,Bradford,55,Department of Scientific and Industrial Research,United Kingdom,London,,
1946,literature,1,Hermann Hesse,male,1877,Germany,Calw,69,,,,,
1946,peace,2,John R. Mott,male,1865,USA,Livingston Manor NY,81,,,,,
1946,peace,2,Emily Greene Balch,female,1867,USA,Boston MA,79,,,,,
1946,medicine,1,Hermann J. Muller,male,1890,USA,New York NY,56,Indiana University,USA,Bloomington IN,,
1946,chemistry,4,Wendell M. Stanley,male,1904,USA,Ridgeville IN,42,Rockefeller Institute for Medical Research,USA,Princeton NJ,,
1946,chemistry,4,John H. Northrop,male,1891,USA,Yonkers NY,55,Rockefeller Institute for Medical Research,USA,Princeton NJ,,
1946,chemistry,2,James B. Sumner,male,1887,USA,Canton MA,59,Cornell University,USA,Ithaca NY,,
1946,physics,1,Percy W. Bridgman,male,1882,USA,Cambridge MA,64,Harvard University,USA,Cambridge MA,,
1945,literature,1,Gabriela Mistral,female,1889,Chile,Vicuaa,56,,,,,
1945,peace,1,Cordell Hull,male,1871,USA,Olympus TN,74,,,,,
1945,medicine,3,Sir Howard Florey,male,1898,Australia,Adelaide,47,University of Oxford,United Kingdom,Oxford,,
1945,medicine,3,Ernst B. Chain,male,1906,Germany,Berlin,39,University of Oxford,United Kingdom,Oxford,,
1945,medicine,3,Sir Alexander Fleming,male,1881,Scotland,Lochfield,64,London University,United Kingdom,London,,
1945,chemistry,1,Artturi Virtanen,male,1895,Finland,Helsinki,50,University of Helsinki,Finland,Helsinki,,
1945,physics,1,Wolfgang Pauli,male,1900,Austria,Vienna,45,Princeton University,USA,Princeton NJ,,
1944,chemistry,1,Otto Hahn,male,1879,Germany,Frankfurt-on-the-Main,65,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem,,
1944,literature,1,Johannes V. Jensen,male,1873,Denmark,Farso,71,,,,,
1944,peace,1,International Committee of the Red Cross ,organisation,1863,,,81,,,,,
1944,medicine,2,Herbert S. Gasser,male,1888,USA,Platteville WI,56,Rockefeller Institute for Medical Research,USA,New York NY,,
1944,medicine,2,Joseph Erlanger,male,1874,USA,San Francisco CA,70,Washington University,USA,St. Louis MO,,
1944,physics,1,Isidor Isaac Rabi,male,1898,Poland,Rymanow,46,Columbia University,USA,New York NY,,
1943,medicine,2,Edward A. Doisy,male,1893,USA,Hume IL,50,Saint Louis University,USA,St. Louis MO,,
1943,medicine,2,Henrik Dam,male,1895,Denmark,Copenhagen,48,Polytechnic Institute,Denmark,Copenhagen,,
1943,chemistry,1,George de Hevesy,male,1885,Hungary,Budapest,58,Stockholm University,Sweden,Stockholm,,
1943,physics,1,Otto Stern,male,1888,Poland,Zory,55,Carnegie Institute of Technology,USA,Pittsburgh PA,,
1939,chemistry,2,Leopold Ruzicka,male,1887,Croatia,Vukovar,52,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich,,
1939,chemistry,2,Adolf Butenandt,male,1903,Germany,Bremerhaven-Lehe,36,Kaiser Wilhelm Institute (now Max Planck Institute) for Biochemistry,Germany,Berlin-Dahlem,,
1939,literature,1,Frans Eemil Sillanpaa,male,1888,Finland,Hameenkyro,51,,,,,
1939,medicine,1,Gerhard Domagk,male,1895,Poland,Lagow,44,Munster University,Germany,Munster,,
1939,physics,1,Ernest Lawrence,male,1901,USA,Canton SD,38,University of California,USA,Berkeley CA,,
1938,chemistry,1,Richard Kuhn,male,1900,Austria,Vienna,38,Kaiser Wilhelm Institute (now Max Planck Institute) for Medical Research,Germany,Heidelberg,,
1938,literature,1,Pearl Buck,female,1892,USA,Hillsboro WV,46,,,,,
1938,peace,1,Nansen International Office for Refugees ,organisation,1921,,,17,,,,,
1938,medicine,1,Corneille Heymans,male,1892,Belgium,Ghent,46,Ghent University,Belgium,Ghent,,
1938,physics,1,Enrico Fermi,male,1901,Italy,Rome,37,Rome University,Italy,Rome,,
1937,literature,1,Roger Martin du Gard,male,1881,France,Neuilly sur Seine,56,,,,,
1937,peace,1,Robert Cecil,male,1864,United Kingdom,London,73,,,,,
1937,medicine,1,Albert Szent Gyorgyi,male,1893,Hungary,Budapest,44,Szeged University,Hungary,Szeged,,
1937,chemistry,2,Paul Karrer,male,1889,Russia,Moscow,48,University of Zurich,Switzerland,Zurich,,
1937,chemistry,2,Norman Haworth,male,1883,United Kingdom,Chorley,54,Birmingham University,United Kingdom,Birmingham,,
1937,physics,2,George Paget Thomson,male,1892,United Kingdom,Cambridge,45,London University,United Kingdom,London,,
1937,physics,2,Clinton Davisson,male,1881,USA,Bloomington IL,56,Bell Telephone Laboratories,USA,New York NY,,
1936,literature,1,Eugene O'Neill,male,1888,USA,New York NY,48,,,,,
1936,peace,1,Carlos Saavedra Lamas,male,1878,Argentina,Buenos Aires,58,,,,,
1936,medicine,2,Otto Loewi,male,1873,Germany,Frankfurt-on-the-Main,63,Graz University,Austria,Graz,,
1936,medicine,2,Sir Henry Dale,male,1875,United Kingdom,London,61,National Institute for Medical Research,United Kingdom,London,,
1936,chemistry,1,Peter Debye,male,1884,the Netherlands,Maastricht,52,Berlin University,Germany,Berlin,,
1936,physics,2,Carl D. Anderson,male,1905,USA,New York NY,31,California Institute of Technology (Caltech),USA,Pasadena CA,,
1936,physics,2,Victor F. Hess,male,1883,Austria,Peggau,53,Innsbruck University,Austria,Innsbruck,,
1935,chemistry,2,Irene Joliot-Curie,female,1897,France,Paris,38,Institut du Radium,France,Paris,,
1935,peace,1,Carl von Ossietzky,male,1889,Germany,Hamburg,46,,,,,
1935,medicine,1,Hans Spemann,male,1869,Germany,Stuttgart,66,University of Freiburg im Breisgau,Germany,Breisgau,,
1935,chemistry,2,Frederic Joliot,male,1900,France,Paris,35,Institut du Radium,France,Paris,,
1935,physics,1,James Chadwick,male,1891,United Kingdom,Manchester,44,Liverpool University,United Kingdom,Liverpool,,
1934,literature,1,Luigi Pirandello,male,1867,Italy,Agrigento Sicily,67,,,,,
1934,peace,1,Arthur Henderson,male,1863,Scotland,Glasgow,71,,,,,
1934,medicine,3,William P. Murphy,male,1892,USA,Stoughton WI,42,Harvard University,USA,Cambridge MA,,
1934,medicine,3,George R. Minot,male,1885,USA,Boston MA,49,Harvard University,USA,Cambridge MA,,
1934,medicine,3,George H. Whipple,male,1878,USA,Ashland NH,56,University of Rochester,USA,Rochester NY,,
1934,chemistry,1,Harold C. Urey,male,1893,USA,Walkerton IN,41,Columbia University,USA,New York NY,,
1933,literature,1,Ivan Bunin,male,1870,Russia,Voronezh,63,,,,,
1933,peace,1,Sir Norman Angell,male,1872,United Kingdom,Holbeach,61,,,,,
1933,medicine,1,Thomas H. Morgan,male,1866,USA,Lexington KY,67,California Institute of Technology (Caltech),USA,Pasadena CA,,
1933,physics,2,Paul A.M. Dirac,male,1902,United Kingdom,Bristol,31,University of Cambridge,United Kingdom,Cambridge,,
1933,physics,2,Erwin Schradinger,male,1887,Austria,Vienna,46,Berlin University,Germany,Berlin,,
1932,physics,1,Werner Heisenberg,male,1901,Germany,Wurzburg,31,Leipzig University,Germany,Leipzig,,
1932,literature,1,John Galsworthy,male,1867,United Kingdom,Kingston Hill,65,,,,,
1932,medicine,2,Edgar Adrian,male,1889,United Kingdom,London,43,University of Cambridge,United Kingdom,Cambridge,,
1932,medicine,2,Sir Charles Sherrington,male,1857,United Kingdom,London,75,University of Oxford,United Kingdom,Oxford,,
1932,chemistry,1,Irving Langmuir,male,1881,USA,Brooklyn NY,51,General Electric Company,USA,Schenectady NY,,
1931,medicine,1,Otto Warburg,male,1883,Germany,Freiburg im Breisgau,48,Kaiser Wilhelm Institute (now Max Planck Institute) for Biology,Germany,Berlin-Dahlem,,
1931,literature,1,Erik Axel Karlfeldt,male,1864,Sweden,Karlbo,67,,,,,
1931,peace,2,Nicholas Murray Butler,male,1862,USA,Elizabeth NJ,69,Columbia University,USA,New York NY,,
1931,peace,2,Jane Addams,female,1860,USA,Cedarville IL,71,,,,,
1931,chemistry,2,Friedrich Bergius,male,1884,Poland,Goldschmieden near Breslau,47,University of Heidelberg,Germany,Heidelberg,,
1931,chemistry,2,Carl Bosch,male,1874,Germany,Cologne,57,University of Heidelberg,Germany,Heidelberg,,
1930,peace,1,Nathan Soderblom,male,1866,Sweden,Trono,64,,,,,
1930,literature,1,Sinclair Lewis,male,1885,USA,Sauk Centre MN,45,,,,,
1930,medicine,1,Karl Landsteiner,male,1868,Austria,Vienna,62,Rockefeller Institute for Medical Research,USA,New York NY,,
1930,chemistry,1,Hans Fischer,male,1881,Germany,Hoechst,49,Technische Hochschule (Institute of Technology),Germany,Munich,,
1930,physics,1,Sir Chandrasekhara Venkata Raman,male,1888,India,Tiruchirappalli,42,Calcutta University,India,Calcutta,,
1929,physics,1,Louis de Broglie,male,1892,France,Dieppe,37,"Sorbonne University, Henri Poincare Institute",France,Paris,,
1929,literature,1,Thomas Mann,male,1875,Germany,Lubeck,54,,,,,
1929,peace,1,Frank B. Kellogg,male,1856,USA,Potsdam NY,73,,,,,
1929,medicine,2,Sir Frederick Hopkins,male,1861,United Kingdom,Eastbourne,68,University of Cambridge,United Kingdom,Cambridge,,
1929,medicine,2,Christiaan Eijkman,male,1858,the Netherlands,Nijkerk,71,Utrecht University,the Netherlands,Utrecht,,
1929,chemistry,2,Hans von Euler-Chelpin,male,1873,Germany,Augsburg,56,Stockholm University,Sweden,Stockholm,,
1929,chemistry,2,Arthur Harden,male,1865,United Kingdom,Manchester,64,London University,United Kingdom,London,,
1928,chemistry,1,Adolf Windaus,male,1876,Germany,Berlin,52,Goettingen University,Germany,Gottingen,,
1928,literature,1,Sigrid Undset,female,1882,Denmark,Kalundborg,46,,,,,
1928,medicine,1,Charles Nicolle,male,1866,France,Rouen,62,Institut Pasteur,Tunisia,Tunis,,
1928,physics,1,Owen Willans Richardson,male,1879,United Kingdom,Dewsbury,49,London University,United Kingdom,London,,
1927,literature,1,Henri Bergson,male,1859,France,Paris,68,,,,,
1927,peace,2,Ludwig Quidde,male,1858,Germany,Bremen,69,,,,,
1927,peace,2,Ferdinand Buisson,male,1841,France,Paris,86,,,,,
1927,medicine,1,Julius Wagner-Jauregg,male,1857,Austria,Wels,70,Vienna University,Austria,Vienna,,
1927,chemistry,1,Heinrich Wieland,male,1877,Germany,Pforzheim,50,Munich University,Germany,Munich,,
1927,physics,2,C.T.R. Wilson,male,1869,Scotland,Glencorse,58,University of Cambridge,United Kingdom,Cambridge,,
1927,physics,2,Arthur H. Compton,male,1892,USA,Wooster OH,35,University of Chicago,USA,Chicago IL,,
1926,chemistry,1,The Svedberg,male,1884,Sweden,Flerang,42,Uppsala University,Sweden,Uppsala,,
1926,literature,1,Grazia Deledda,female,1871,Italy,Nuoro Sardinia,55,,,,,
1926,peace,2,Gustav Stresemann,male,1878,Germany,Berlin,48,,,,,
1926,peace,2,Aristide Briand,male,1862,France,Nantes,64,,,,,
1926,medicine,1,Johannes Fibiger,male,1867,Denmark,Silkeborg,59,Copenhagen University,Denmark,Copenhagen,,
1926,physics,1,Jean Baptiste Perrin,male,1870,France,Lille,56,Sorbonne University,France,Paris,,
1925,chemistry,1,Richard Zsigmondy,male,1865,Austria,Vienna,60,Goettingen University,Germany,Gottingen,,
1925,physics,2,James Franck,male,1882,Germany,Hamburg,43,Goettingen University,Germany,Gottingen,,
1925,literature,1,George Bernard Shaw,male,1856,Ireland,Dublin,69,,,,,
1925,peace,2,Charles G. Dawes,male,1865,USA,Marietta OH,60,,,,,
1925,peace,2,Sir Austen Chamberlain,male,1863,United Kingdom,Birmingham,62,,,,,
1925,physics,2,Gustav Hertz,male,1887,Germany,Hamburg,38,Halle University,Germany,Halle,,
1924,physics,1,Manne Siegbahn,male,1886,Sweden,Orebro,38,Uppsala University,Sweden,Uppsala,,
1924,literature,1,Wladyslaw Reymont,male,1867,Poland,Kobiele Wielkie,57,,,,,
1924,medicine,1,Willem Einthoven,male,1860,Indonesia,Semarang,64,Leiden University,the Netherlands,Leiden,,
1923,literature,1,William Butler Yeats,male,1865,Ireland,Dublin,58,,,,,
1923,medicine,2,John Macleod,male,1876,Scotland,Cluny,47,University of Toronto,Canada,Toronto,,
1923,medicine,2,Frederick G. Banting,male,1891,Canada,Alliston,32,University of Toronto,Canada,Toronto,,
1923,chemistry,1,Fritz Pregl,male,1869,Slovenia,Ljubljana,54,Graz University,Austria,Graz,,
1923,physics,1,Robert A. Millikan,male,1868,USA,Morrison IL,55,California Institute of Technology (Caltech),USA,Pasadena CA,,
1922,literature,1,Jacinto Benavente,male,1866,Spain,Madrid,56,,,,,
1922,peace,1,Fridtjof Nansen,male,1861,Norway,Oslo,61,,,,,
1922,medicine,2,Otto Meyerhof,male,1884,Germany,Hanover,38,Kiel University,Germany,Kiel,,
1922,medicine,2,Archibald V. Hill,male,1886,United Kingdom,Bristol,36,London University,United Kingdom,London,,
1922,chemistry,1,Francis W. Aston,male,1877,United Kingdom,Harborne,45,University of Cambridge,United Kingdom,Cambridge,,
1922,physics,1,Niels Bohr,male,1885,Denmark,Copenhagen,37,Copenhagen University,Denmark,Copenhagen,,
1921,physics,1,Albert Einstein,male,1879,Germany,Ulm,42,Kaiser Wilhelm Institute (now Max Planck Institute) for Physics,Germany,Berlin,,
1921,literature,1,Anatole France,male,1844,France,Paris,77,,,,,
1921,peace,2,Christian Lange,male,1869,Norway,Stavanger,52,,,,,
1921,peace,2,Hjalmar Branting,male,1860,Sweden,Stockholm,61,,,,,
1921,chemistry,1,Frederick Soddy,male,1877,United Kingdom,Eastbourne,44,University of Oxford,United Kingdom,Oxford,,
1920,peace,1,Leon Bourgeois,male,1851,France,Paris,69,,,,,
1920,physics,1,Charles Edouard Guillaume,male,1861,Switzerland,Fleurier,59,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),France,Sevres,,
1920,medicine,1,August Krogh,male,1874,Denmark,Grenaa,46,Copenhagen University,Denmark,Copenhagen,,
1920,chemistry,1,Walther Nernst,male,1864,Poland,Wabrzezno,56,Berlin University,Germany,Berlin,,
1920,literature,1,Knut Hamsun,male,1859,Norway,Lom,61,,,,,
1919,literature,1,Carl Spitteler,male,1845,Switzerland,Liestal,74,,,,,
1919,peace,1,Woodrow Wilson,male,1856,USA,Staunton VA,63,,,,,
1919,medicine,1,Jules Bordet,male,1870,Belgium,Soignies,49,Brussels University,Belgium,Brussels,,
1919,physics,1,Johannes Stark,male,1874,Germany,Schickenhof,45,Greifswald University,Germany,Greifswald,,
1918,chemistry,1,Fritz Haber,male,1868,Poland,Wroclaw,50,Kaiser Wilhelm Institute (now Fritz Haber Institute) for Physical Chemistry and Electrochemistry,Germany,Berlin-Dahlem,,
1918,physics,1,Max Planck,male,1858,Germany,Kiel,60,Berlin University,Germany,Berlin,,
1917,literature,2,Henrik Pontoppidan,male,1857,Denmark,Fredericia,60,,,,,
1917,literature,2,Karl Gjellerup,male,1857,Denmark,Roholte,60,,,,,
1917,peace,1,International Committee of the Red Cross ,organisation,1863,,,54,,,,,
1917,physics,1,Charles Glover Barkla,male,1877,United Kingdom,Widnes,40,Edinburgh University,United Kingdom,Edinburgh,,
1916,literature,1,Verner von Heidenstam,male,1859,Sweden,Olshammar,57,,,,,
1915,chemistry,1,Richard Willstatter,male,1872,Germany,Karlsruhe,43,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem,,
1915,literature,1,Romain Rolland,male,1866,France,Clamecy,49,,,,,
1915,physics,2,Lawrence Bragg,male,1890,Australia,Adelaide,25,Victoria University,United Kingdom,Manchester,,
1915,physics,2,William Bragg,male,1862,United Kingdom,Wigton,53,University College,United Kingdom,London,,
1914,medicine,1,Robert Barany,male,1876,Austria,Vienna,38,Vienna University,Austria,Vienna,,
1914,chemistry,1,Theodore W. Richards,male,1868,USA,Germantown PA,46,Harvard University,USA,Cambridge MA,,
1914,physics,1,Max von Laue,male,1879,Germany,Pfaffendorf,35,Frankfurt-on-the-Main University,Germany,Frankfurt-on-the-Main,,
1913,literature,1,Rabindranath Tagore,male,1861,India,Calcutta,52,,,,,
1913,peace,1,Henri La Fontaine,male,1854,Belgium,Brussels,59,,,,,
1913,medicine,1,Charles Richet,male,1850,France,Paris,63,Sorbonne University,France,Paris,,
1913,chemistry,1,Alfred Werner,male,1866,France,Mulhouse,47,University of Zurich,Switzerland,Zurich,,
1913,physics,1,Heike Kamerlingh Onnes,male,1853,the Netherlands,Groningen,60,Leiden University,the Netherlands,Leiden,,
1912,physics,1,Gustaf Dalen,male,1869,Sweden,Stenstorp,43,Swedish Gas-Accumulator Co.,Sweden,Lidingo Stockholm,,
1912,medicine,1,Alexis Carrel,male,1873,France,Sainte-Foy-les-Lyon,39,Rockefeller Institute for Medical Research,USA,New York NY,,
1912,literature,1,Gerhart Hauptmann,male,1862,Poland,Bad Salzbrunn,50,,,,,
1912,peace,1,Elihu Root,male,1845,USA,Clinton NY,67,,,,,
1912,chemistry,2,Paul Sabatier,male,1854,France,Carcassonne,58,Toulouse University,France,Toulouse,,
1912,chemistry,2,Victor Grignard,male,1871,France,Cherbourg,41,Nancy University,France,Nancy,,
1911,physics,1,Wilhelm Wien,male,1864,Russia,Parusnoye,47,Wurzburg University,Germany,Wurzburg,,
1911,literature,1,Maurice Maeterlinck,male,1862,Belgium,Ghent,49,,,,,
1911,peace,2,Alfred Fried,male,1864,Austria,Vienna,47,,,,,
1911,peace,2,Tobias Asser,male,1838,the Netherlands,Amsterdam,73,,,,,
1911,medicine,1,Allvar Gullstrand,male,1862,Sweden,Landskrona,49,Uppsala University,Sweden,Uppsala,,
1911,chemistry,1,Marie Curie,female,1867,Poland,Warsaw,44,Sorbonne University,France,Paris,,
1910,chemistry,1,Otto Wallach,male,1847,Russia,Kaliningrad,63,Goettingen University,Germany,Gottingen,,
1910,literature,1,Paul Heyse,male,1830,Germany,Berlin,80,,,,,
1910,peace,1,Permanent International Peace Bureau ,organisation,1891,,,19,,,,,
1910,medicine,1,Albrecht Kossel,male,1853,Germany,Rostock,57,University of Heidelberg,Germany,Heidelberg,,
1910,physics,1,Johannes Diderik van der Waals,male,1837,the Netherlands,Leiden,73,Amsterdam University,the Netherlands,Amsterdam,,
1909,literature,1,Selma Lagerlof,female,1858,Sweden,Marbacka,51,,,,,
1909,peace,2,Paul Henri d'Estournelles de Constant,male,1852,France,La Fleche,57,,,,,
1909,peace,2,Auguste Beernaert,male,1829,Belgium,Ostend,80,,,,,
1909,medicine,1,Theodor Kocher,male,1841,Switzerland,Bern,68,Berne University,Switzerland,Bern,,
1909,chemistry,1,Wilhelm Ostwald,male,1853,Latvia,Riga,56,Leipzig University,Germany,Leipzig,,
1909,physics,2,Ferdinand Braun,male,1850,Germany,Fulda,59,Strasbourg University,France,Strasbourg,,
1909,physics,2,Guglielmo Marconi,male,1874,Italy,Bologna,35,Marconi Wireless Telegraph Co. Ltd.,United Kingdom,London,,
1908,medicine,2,Paul Ehrlich,male,1854,Poland,Strzelin,54,Goettingen University,Germany,Gottingen,,
1908,peace,2,Fredrik Bajer,male,1837,Denmark,Naestved,71,,,,,
1908,literature,1,Rudolf Eucken,male,1846,Germany,Aurich,62,,,,,
1908,peace,2,Klas Pontus Arnoldson,male,1844,Sweden,Gothenburg,64,,,,,
1908,medicine,2,Ilya Mechnikov,male,1845,Ukraine,Kharkiv,63,Institut Pasteur,France,Paris,,
1908,chemistry,1,Ernest Rutherford,male,1871,New Zealand,Nelson,37,Victoria University,United Kingdom,Manchester,,
1908,physics,1,Gabriel Lippmann,male,1845,Luxembourg,Hollerich,63,Sorbonne University,France,Paris,,
1907,literature,1,Rudyard Kipling,male,1865,India,Mumbai,42,,,,,
1907,peace,2,Louis Renault,male,1843,France,Autun,64,Sorbonne University,France,Paris,,
1907,peace,2,Ernesto Teodoro Moneta,male,1833,Italy,Milan,74,,,,,
1907,medicine,1,Alphonse Laveran,male,1845,France,Paris,62,Institut Pasteur,France,Paris,,
1907,chemistry,1,Eduard Buchner,male,1860,Germany,Munich,47,Landwirtschaftliche Hochschule (Agricultural College),Germany,Berlin,,
1907,physics,1,Albert A. Michelson,male,1852,Poland,Strzelno,55,University of Chicago,USA,Chicago IL,,
1906,medicine,2,Santiago Ramon y Cajal,male,1852,Spain,Petilla de Aragon,54,Madrid University,Spain,Madrid,,
1906,literature,1,Giosue Carducci,male,1835,Italy,Val di Castello,71,,,,,
1906,peace,1,Theodore Roosevelt,male,1858,USA,New York NY,48,,,,,
1906,medicine,2,Camillo Golgi,male,1843,Italy,Corteno,63,Pavia University,Italy,Pavia,,
1906,chemistry,1,Henri Moissan,male,1852,France,Paris,54,Sorbonne University,France,Paris,,
1906,physics,1,J.J. Thomson,male,1856,United Kingdom,Cheetham Hill,50,University of Cambridge,United Kingdom,Cambridge,,
1905,literature,1,Henryk Sienkiewicz,male,1846,Poland,Wola Okrzejska,59,,,,,
1905,peace,1,Bertha von Suttner,female,1843,Czech Republic,Prague,62,,,,,
1905,medicine,1,Robert Koch,male,1843,Germany,Clausthal Zellerfeld,62,Institute for Infectious Diseases,Germany,Berlin,,
1905,chemistry,1,Adolf von Baeyer,male,1835,Germany,Berlin,70,Munich University,Germany,Munich,,
1905,physics,1,Philipp Lenard,male,1862,Slovakia,Bratislava,43,Kiel University,Germany,Kiel,,
1904,literature,2,Jose Echegaray,male,1832,Spain,Madrid,72,,,,,
1904,literature,2,Frederic Mistral,male,1830,France,Maillane,74,,,,,
1904,peace,1,Institute of International Law ,organisation,1873,,,31,,,,,
1904,medicine,1,Ivan Pavlov,male,1849,Russia,Ryazan,55,Military Medical Academy,Russia,St. Petersburg,,
1904,chemistry,1,Sir William Ramsay,male,1852,Scotland,Glasgow,52,University College,United Kingdom,London,,
1904,physics,1,Lord Rayleigh,male,1842,United Kingdom,Langford Grove Maldon Essex,62,Royal Institution of Great Britain,United Kingdom,London,,
1903,literature,1,Bjornstjerne Bjornson,male,1832,Norway,Kvikne,71,,,,,
1903,physics,4,Pierre Curie,male,1859,France,Paris,44,Ecole municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry),France,Paris,,
1903,physics,2,Henri Becquerel,male,1852,France,Paris,51,Ecole Polytechnique,France,Paris,,
1903,peace,1,Randal Cremer,male,1828,United Kingdom,Fareham,75,,,,,
1903,medicine,1,Niels Ryberg Finsen,male,1860,Faroe Islands (Denmark),Thorshavn,43,Finsen Medical Light Institute,Denmark,Copenhagen,,
1903,chemistry,1,Svante Arrhenius,male,1859,Sweden,Vik,44,Stockholm University,Sweden,Stockholm,,
1903,physics,4,Marie Curie,female,1867,Poland,Warsaw,36,,,,,
1902,peace,2,Elie Ducommun,male,1833,Switzerland,Geneva,69,,,,,
1902,literature,1,Theodor Mommsen,male,1817,Germany,Garding,85,,,,,
1902,peace,2,Albert Gobat,male,1843,Switzerland,Tramelan,59,,,,,
1902,medicine,1,Ronald Ross,male,1857,India,Almora,45,University College,United Kingdom,Liverpool,,
1902,chemistry,1,Emil Fischer,male,1852,Germany,Euskirchen,50,Berlin University,Germany,Berlin,,
1902,physics,2,Pieter Zeeman,male,1865,the Netherlands,Zonnemaire,37,Amsterdam University,the Netherlands,Amsterdam,,
1902,physics,2,Hendrik A. Lorentz,male,1853,the Netherlands,Arnhem,49,Leiden University,the Netherlands,Leiden,,
1901,literature,1,Sully Prudhomme,male,1839,France,Paris,62,,,,,
1901,peace,2,Frederic Passy,male,1822,France,Paris,79,,,,,
1901,peace,2,Henry Dunant,male,1828,Switzerland,Geneva,73,,,,,
1901,medicine,1,Emil von Behring,male,1854,Poland,Lawice,47,Marburg University,Germany,Marburg,,
1901,chemistry,1,Jacobus H. van 't Hoff,male,1852,the Netherlands,Rotterdam,49,Berlin University,Germany,Berlin,,
1901,physics,1,Wilhelm Conrad Rontgen,male,1845,Germany,Remscheid,56,Munich University,Germany,Munich,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
